Fecha,Total,Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeralausi),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerqvdo),Vlan200(routerqvdo),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routermanta),Vlan100(routertena),Vlan200(routertena),Vlan100(routerbalzar),Vlan200(routermanta),Vlan200(routerbalzar),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerbalsas),Vlan200(routerbalsas),Vlan100(routeresmeraldas),Vlan100(routermontecristi),Vlan200(routermontecristi),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routeresmeraldas2),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routercoca),Vlan200(routercoca),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan200(routeresmeraldas2),Vlan2003(routergyea),Vlan1004(routergyei)
2020-05-01 20:00 - 22:00,846.25,2.45,1.25,-,6.83,-,5.02,0.02,-,0.83,0.99,1.17,1.24,0.88,0.53,0.0,0.1,0.4,0.15,0.0,0.66,0.72,0.07,0.0,0.29,0.0,0.4,0.46,4.12,4.6,0.43,0.27,5.27,7.54,0.77,0.0,1.19,1.35,0.81,1.69,-,7.88,0.0,0.0,0.38,0.5,5.03,6.62,0.26,0.88,1.15,0.86,-,0.72,0.21,0.76,7.99,-,5.28,4.7,4.39,5.12,4.51,6.24,0.16,0.0,0.15,0.23,-,0.26,-,0.13,0.0,0.78,0.68,1.55,1.5,0.31,0.59,0.62,1.4,0.0,0.12,0.01,0.04,0.05,0.09,0.23,0.0,-,0.0,0.5,0.0,3.27,0.89,0.75,0.68,0.25,0.38,0.0,16.0,18.76,-,6.2,4.53,2.14,17.77,17.77,1.37,2.05,20.7,16.7,15.87,13.22,12.14,16.21,10.63,10.38,15.85,16.68,10.32,11.66,7.6,7.67,0.13,0.96,1.77,0.87,0.14,0.06,0.0,7.33,7.47,8.85,8.89,19.11,19.92,16.93,13.08,11.94,11.06,5.65,8.45,12.44,13.07,15.7,14.32,5.45,-,20.99,16.95,17.97,12.36,18.01,17.68,19.53,10.6,23.8,20.69,15.21,9.55,9.83,7.66,-,4.51,-,-,-,-,-,-,4.05,2.57,6.83
2020-05-01 22:00 - 24:00,851.77,2.45,1.18,-,6.83,-,4.94,0.02,-,0.86,0.96,1.16,1.17,0.88,0.53,0.0,0.1,0.4,0.15,0.0,0.66,0.71,0.07,0.0,0.27,0.0,0.37,0.44,4.12,4.6,0.4,0.27,5.27,7.54,0.77,0.0,1.19,1.35,0.73,1.57,-,7.88,0.0,0.0,0.38,0.5,5.03,6.62,0.26,0.88,1.15,0.86,7.94,0.72,0.21,0.76,7.95,-,5.28,4.7,4.39,5.12,4.4,6.24,0.13,0.0,0.15,0.23,-,0.24,-,0.13,0.0,0.76,0.68,1.55,1.5,0.31,0.59,0.58,1.35,0.0,0.12,0.01,0.03,0.05,0.07,0.23,0.0,-,0.0,0.47,0.0,3.27,0.89,0.75,0.68,0.25,0.31,0.0,16.0,18.76,-,6.2,4.51,2.14,17.77,17.77,1.34,1.98,20.25,16.7,15.27,13.12,12.07,16.21,10.63,10.38,15.85,16.68,10.32,11.66,7.6,7.67,0.13,0.98,1.78,0.87,0.1,0.06,0.0,7.33,7.47,8.85,8.89,19.07,19.92,16.93,13.05,11.92,11.06,5.65,8.45,12.44,13.07,15.7,14.32,5.45,-,20.99,16.95,17.97,12.36,18.01,17.68,19.53,10.6,23.8,20.69,15.21,9.55,9.83,7.66,-,4.51,-,-,-,-,-,-,4.05,2.57,6.83
2020-05-02 00:00 - 02:00,791.47,2.13,1.11,6.16,6.55,-,4.45,0.01,-,0.86,0.89,0.99,1.04,0.66,0.44,0.0,0.01,0.35,0.11,0.0,0.58,0.6,0.07,0.0,0.27,0.0,0.31,0.37,3.82,3.69,0.29,0.24,4.91,6.9,0.71,0.0,1.06,1.19,0.58,1.39,6.01,7.21,0.0,0.0,0.29,0.44,4.53,5.8,0.17,0.83,0.66,0.65,7.94,0.6,0.2,0.58,7.95,-,4.66,4.21,4.08,4.78,3.78,5.54,0.1,0.0,0.15,0.21,-,0.18,-,0.11,0.0,0.62,0.62,1.25,1.25,0.23,0.5,0.57,1.25,0.0,0.09,0.01,0.03,0.04,0.07,0.17,0.0,-,0.0,0.33,0.0,2.92,0.78,0.63,0.55,0.22,0.3,0.0,14.29,16.56,-,5.31,3.93,1.65,15.48,15.48,1.15,1.74,18.19,15.34,13.69,11.95,11.38,15.11,9.61,9.69,13.92,15.58,9.51,10.59,7.15,7.12,0.11,0.98,1.78,0.85,0.1,0.06,0.0,7.19,6.97,8.39,8.79,16.51,17.21,15.06,11.5,11.18,9.82,5.24,8.01,11.9,12.73,14.13,12.82,5.09,-,19.4,15.89,17.11,11.89,17.78,16.82,18.43,10.49,21.81,18.65,14.05,8.79,9.69,7.22,-,3.88,-,-,-,-,-,-,3.77,2.15,5.93
2020-05-02 02:00 - 04:00,486.93,1.31,0.55,6.16,4.38,-,2.66,0.01,-,0.49,0.6,0.58,0.68,0.47,0.25,0.0,0.0,0.14,0.06,0.0,0.33,0.32,0.01,0.0,0.17,0.0,0.21,0.19,2.49,2.54,0.1,0.15,2.89,4.26,0.33,0.0,0.28,0.78,0.27,1.03,6.01,4.39,0.0,0.0,0.15,0.24,2.63,3.59,0.12,0.45,0.35,0.34,6.07,0.32,0.15,0.26,5.49,-,2.57,2.4,2.71,3.06,2.62,3.12,0.05,0.0,0.11,0.13,-,0.11,-,0.07,0.0,0.26,0.38,0.61,0.6,0.11,0.29,0.33,0.66,0.0,0.06,0.0,0.02,0.02,0.06,0.11,0.0,-,0.0,0.18,0.0,2.07,0.46,0.3,0.27,0.09,0.16,0.0,7.97,8.43,-,2.99,2.36,0.72,8.8,8.8,0.65,0.96,10.41,8.98,8.14,7.37,7.14,9.62,5.68,5.51,8.05,9.0,5.33,6.26,4.95,4.63,0.08,0.71,1.26,0.58,0.09,0.04,0.0,5.16,4.64,5.51,5.36,9.45,10.6,8.48,6.81,6.81,5.66,3.17,4.85,7.72,8.19,8.85,8.23,3.26,-,12.0,9.88,9.95,7.97,11.84,10.4,11.64,6.33,14.55,12.07,7.41,4.61,5.77,4.8,-,2.16,-,-,-,-,-,-,2.58,1.71,3.71
2020-05-02 04:00 - 06:00,209.78,0.63,0.33,2.97,2.22,-,1.06,0.01,-,0.3,0.23,0.24,0.36,0.19,0.17,0.0,0.0,0.07,0.05,0.0,0.12,0.17,0.01,0.0,0.09,0.0,0.08,0.09,1.01,1.17,0.06,0.05,1.06,1.67,0.14,0.0,0.01,0.56,0.14,0.51,2.64,2.08,0.0,0.0,0.06,0.12,1.12,1.47,0.12,0.22,0.16,0.18,2.53,0.16,0.06,0.15,2.54,-,1.11,0.9,1.22,1.36,0.8,1.43,0.02,0.0,0.1,0.05,-,0.04,-,0.06,0.0,0.12,0.15,0.29,0.3,0.05,0.15,0.21,0.37,0.0,0.01,0.0,0.01,0.02,0.04,0.05,0.0,-,0.0,0.1,0.0,0.83,0.17,0.17,0.14,0.04,0.09,0.0,3.21,3.05,-,1.5,0.94,0.53,3.57,3.57,0.47,0.5,4.09,3.12,3.07,2.98,2.77,3.48,2.5,2.35,3.46,4.03,2.15,2.67,2.23,2.07,0.04,0.33,0.64,0.32,0.09,0.02,0.0,2.3,2.14,2.8,3.22,4.04,4.38,3.93,2.99,2.91,2.58,1.39,2.29,3.58,3.59,3.6,3.35,1.49,-,5.12,4.59,4.22,3.35,5.36,4.19,4.48,2.66,6.24,5.31,3.05,1.91,2.36,2.46,-,0.87,-,-,-,-,-,-,1.15,0.73,1.57
2020-05-02 06:00 - 08:00,356.92,1.19,0.6,3.64,2.85,-,2.28,0.01,-,0.36,0.33,0.45,0.57,0.33,0.19,0.0,0.0,0.19,0.05,0.0,0.27,0.29,0.03,0.0,0.14,0.0,0.14,0.16,1.87,1.81,0.13,0.07,1.99,2.62,0.33,0.0,0.74,1.19,0.33,0.69,4.24,3.31,0.0,0.0,0.11,0.22,2.22,2.68,0.11,0.37,0.37,0.44,4.11,0.31,0.08,0.33,3.89,-,2.51,2.12,1.76,1.97,1.91,2.43,0.07,0.0,0.05,0.1,-,0.11,-,0.06,0.0,0.33,0.24,0.76,0.64,0.14,0.29,0.36,0.68,0.0,0.03,0.01,0.02,0.02,0.04,0.08,0.0,-,0.0,0.25,0.0,1.25,0.44,0.39,0.27,0.11,0.17,0.0,6.47,7.59,-,2.48,1.97,1.05,8.04,8.04,0.76,1.0,9.03,6.74,6.45,5.97,5.31,6.33,4.09,4.18,6.0,6.57,4.07,4.76,3.05,2.82,0.07,0.35,0.73,0.24,0.06,0.02,0.0,2.53,3.03,3.0,3.42,8.44,8.31,7.4,5.89,4.96,4.2,2.2,3.61,4.59,4.62,6.44,5.95,2.09,-,8.11,6.46,7.4,4.42,6.73,6.56,7.97,4.33,8.63,7.13,6.91,4.23,4.15,2.9,-,2.14,-,-,-,-,-,-,1.74,0.87,3.02
2020-05-02 08:00 - 10:00,565.96,1.63,0.76,6.5,4.62,-,3.53,0.02,-,0.6,0.67,0.87,0.93,0.63,0.36,0.0,0.01,0.32,0.08,0.0,0.45,0.55,0.04,0.0,0.24,0.0,0.3,0.34,2.78,2.77,0.22,0.14,3.25,4.69,0.48,0.0,1.46,1.52,0.47,0.99,7.22,5.35,0.0,0.0,0.25,0.26,3.33,4.34,0.18,0.65,0.6,0.55,6.95,0.4,0.18,0.51,6.48,-,3.73,3.23,2.91,3.24,3.08,4.19,0.07,0.0,0.08,0.17,-,0.25,-,0.1,0.0,0.5,0.46,0.89,0.96,0.16,0.3,0.46,0.95,0.0,0.05,0.01,0.02,0.02,0.04,0.14,0.0,-,0.0,0.31,0.0,2.12,0.5,0.49,0.45,0.21,0.23,0.0,9.34,10.79,-,3.79,2.81,1.33,11.25,11.25,1.02,1.27,13.37,10.99,9.51,8.23,7.94,10.35,6.48,6.55,8.59,9.6,6.31,7.02,5.09,4.91,0.07,0.58,1.11,0.47,0.11,0.03,0.0,4.41,5.25,5.05,5.73,12.19,12.22,10.25,8.32,7.42,6.76,3.49,5.93,6.91,7.2,10.52,9.36,3.46,-,14.45,11.47,12.45,7.91,11.81,11.57,13.69,7.13,15.88,12.89,10.94,6.51,7.06,4.91,-,3.27,-,-,-,-,-,-,3.0,1.48,5.06
2020-05-02 10:00 - 12:00,672.4,1.78,1.16,7.88,5.76,-,4.1,0.02,-,0.65,0.74,0.93,1.16,0.66,0.39,0.0,0.01,0.32,0.14,0.0,0.5,0.6,0.05,0.0,0.26,0.0,0.3,0.34,3.45,3.42,0.27,0.22,3.93,5.79,0.64,0.0,1.65,1.52,0.65,1.18,7.96,6.35,0.0,0.0,0.33,0.33,3.89,5.05,0.19,0.76,0.71,0.67,8.0,0.46,0.19,0.53,7.28,-,4.15,3.67,3.29,3.86,3.41,5.23,0.2,0.0,0.08,0.21,-,0.28,-,0.14,0.0,0.62,0.55,1.06,1.13,0.18,0.46,0.51,1.13,0.0,0.1,0.05,0.04,0.05,0.06,0.16,0.0,-,0.0,0.38,0.0,2.79,0.59,0.6,0.55,0.23,0.28,0.0,10.35,12.27,-,4.29,3.4,1.5,11.99,11.99,1.09,1.58,16.16,12.62,11.58,10.03,9.64,12.53,7.63,7.41,9.88,11.58,7.29,8.12,6.38,6.18,0.07,0.79,1.38,0.71,0.15,0.04,0.0,5.54,6.47,6.34,6.58,14.19,14.26,12.69,9.89,8.83,8.23,4.16,6.44,8.29,9.06,12.56,11.61,4.19,-,17.7,13.4,14.88,10.21,15.37,14.18,16.63,8.77,19.23,15.75,12.51,7.71,8.07,5.86,-,3.73,-,-,-,-,-,-,3.36,1.98,5.83
2020-05-02 12:00 - 14:00,769.59,1.78,2.19,7.88,6.54,-,4.61,0.02,-,0.72,0.79,0.96,1.16,0.72,0.49,0.0,0.01,0.36,0.15,0.0,0.63,0.64,0.05,0.0,0.29,0.0,0.44,0.43,3.9,3.8,0.32,0.24,4.69,6.82,0.74,0.0,1.83,0.69,0.69,1.4,7.96,6.91,0.0,0.0,0.33,0.42,4.23,5.48,0.25,0.82,0.79,0.74,8.0,0.61,0.19,0.58,7.96,-,4.25,3.93,3.84,4.33,4.55,5.64,0.2,0.0,0.11,0.24,-,0.31,-,0.14,0.0,0.7,0.55,1.28,1.27,0.29,0.49,0.59,1.31,0.0,0.1,0.05,0.04,0.05,0.06,0.21,0.0,-,0.0,0.38,0.0,2.98,0.71,0.68,0.61,0.23,0.35,0.0,11.02,13.63,-,5.15,4.03,1.59,15.11,15.11,1.28,1.63,18.76,14.17,13.76,11.11,10.76,13.96,8.83,8.73,12.34,13.47,8.01,9.31,7.21,7.21,0.12,0.95,1.56,0.75,0.15,0.06,0.0,6.29,7.16,7.27,7.26,17.86,17.99,14.64,12.03,10.35,9.33,5.04,7.52,9.11,10.09,14.35,13.24,4.6,-,20.06,15.5,17.18,11.74,17.6,16.76,18.99,10.04,22.14,18.51,14.38,8.78,9.39,6.56,-,4.19,-,-,-,-,-,-,3.75,2.01,6.36
2020-05-02 14:00 - 16:00,848.5,1.43,2.36,-,6.76,-,4.83,0.02,-,0.96,0.83,1.09,1.19,0.81,0.61,0.0,0.01,0.45,0.16,0.0,0.63,0.72,0.05,0.0,0.31,0.0,0.46,0.43,4.19,4.06,0.33,0.3,5.14,7.69,0.74,0.0,1.91,0.74,0.77,1.58,-,7.72,0.0,0.0,0.31,0.44,4.92,6.49,0.32,0.93,0.81,0.8,-,0.69,0.18,0.6,7.96,-,4.93,4.68,4.27,4.77,4.89,6.25,0.13,0.0,0.12,0.28,-,0.33,-,0.14,0.0,0.77,0.65,1.52,1.54,0.31,0.59,0.63,1.44,0.0,0.09,0.01,0.05,0.03,0.07,0.25,0.0,-,0.0,0.53,0.0,3.28,0.83,0.81,0.64,0.2,0.35,0.0,14.54,17.03,-,6.13,4.8,2.09,18.43,18.43,1.44,1.99,20.92,17.64,16.19,13.74,13.18,16.41,10.8,10.17,15.43,16.23,10.41,11.1,7.56,7.81,0.13,0.98,1.77,0.87,0.14,0.06,0.0,7.29,7.62,8.27,8.4,20.23,21.44,18.16,14.2,12.15,11.67,6.51,8.68,11.34,12.12,15.1,14.08,5.41,-,21.09,17.72,18.42,12.83,19.46,17.89,19.84,10.29,23.76,19.78,15.11,9.31,10.23,7.23,-,4.42,-,-,-,-,-,-,4.03,2.19,6.67
2020-05-02 16:00 - 18:00,854.43,1.43,2.36,-,6.76,-,4.83,0.04,-,0.96,0.9,1.09,1.28,0.84,0.61,0.0,0.01,0.45,0.17,0.0,0.65,0.72,0.06,0.0,0.31,0.0,0.46,0.45,4.19,4.26,0.33,0.3,5.14,7.69,0.73,0.0,1.91,0.78,0.79,1.6,-,7.72,0.0,0.0,0.39,0.44,4.92,6.54,0.32,0.93,0.85,0.8,-,0.72,0.21,0.6,-,-,5.12,4.68,4.38,4.88,5.21,6.32,0.13,0.0,0.12,0.28,-,0.33,-,0.14,0.0,0.77,0.72,1.52,1.54,0.34,0.62,0.67,1.46,0.0,0.09,0.01,0.05,0.04,0.07,0.28,0.0,-,0.0,0.53,0.0,3.28,0.84,0.81,0.64,0.24,0.31,0.0,15.02,17.6,-,6.13,4.92,2.09,19.05,19.05,1.44,2.04,21.11,17.8,16.19,13.86,13.32,17.15,11.0,10.68,15.79,17.13,10.77,12.08,7.87,7.93,0.14,1.08,1.92,0.87,0.14,0.09,0.0,7.49,7.68,8.48,8.4,20.8,21.49,18.58,14.63,12.65,11.97,6.51,8.93,11.7,12.22,15.11,14.08,5.41,-,21.09,17.72,18.42,12.83,19.46,18.05,19.84,10.29,23.76,19.82,15.11,9.36,10.23,7.48,-,4.42,-,-,-,-,-,-,4.03,2.37,6.72
2020-05-02 18:00 - 20:00,869.31,1.38,2.41,-,7.02,-,4.93,0.04,-,0.95,0.92,1.09,1.36,0.84,0.54,0.0,0.01,0.4,0.17,0.0,0.65,0.7,0.07,0.0,0.29,0.0,0.38,0.49,4.13,4.63,0.37,0.29,5.16,7.42,0.76,0.0,1.84,0.8,0.79,1.6,-,7.88,0.0,0.0,0.44,0.39,4.94,6.54,0.37,0.89,0.9,0.81,-,0.72,0.23,0.67,7.93,-,5.24,4.69,4.38,4.91,5.21,6.32,0.13,0.0,0.09,0.3,-,0.31,-,0.14,0.0,0.77,0.72,1.54,1.45,0.34,0.62,0.69,1.46,0.0,0.12,0.01,0.04,0.06,0.08,0.28,0.0,-,0.0,0.5,0.0,3.2,0.88,0.69,0.68,0.25,0.35,0.0,15.21,17.74,-,6.12,4.92,2.14,19.05,19.05,1.44,2.12,21.11,17.8,16.38,13.86,13.32,17.15,11.0,10.68,15.79,17.13,10.77,12.08,7.87,7.93,0.14,1.08,1.92,0.96,0.17,0.09,0.0,7.49,8.0,8.65,9.23,20.8,21.49,18.58,14.63,12.65,11.97,6.37,8.93,11.7,12.47,15.78,14.16,5.42,-,20.93,16.8,19.12,12.66,18.86,18.05,19.85,10.57,24.36,20.76,16.17,10.04,10.33,7.48,-,4.61,-,-,-,-,-,-,4.14,2.37,7.2
2020-05-02 20:00 - 22:00,893.02,1.37,2.53,-,7.22,-,5.0,0.03,-,0.95,0.95,1.18,1.36,0.9,0.58,0.0,0.01,0.37,0.17,0.0,0.67,0.72,0.08,0.0,0.32,0.0,0.4,0.49,4.23,4.73,0.37,0.34,5.44,7.92,0.84,0.0,2.0,0.8,0.92,1.65,-,7.99,0.0,0.0,0.45,0.4,5.07,6.71,0.37,1.03,0.9,0.87,-,0.78,0.28,0.69,7.93,-,5.33,4.98,4.44,5.09,4.76,6.27,0.16,0.0,0.1,0.3,-,0.31,-,0.13,0.0,0.75,0.74,1.55,1.49,0.35,0.54,0.69,1.5,0.0,0.12,0.03,0.05,0.06,0.09,0.23,0.0,-,0.0,0.53,0.0,3.39,0.97,0.7,0.69,0.27,0.36,0.0,16.32,19.3,-,6.16,4.88,2.14,18.4,18.4,1.45,2.12,22.01,17.24,17.51,14.15,13.33,16.93,10.46,10.59,16.1,17.29,10.55,12.88,8.11,7.97,0.14,1.05,2.0,0.96,0.17,0.06,0.0,8.1,8.39,9.16,9.51,21.2,21.35,18.08,14.0,12.51,11.53,6.12,9.0,12.82,13.39,16.74,14.86,5.62,-,22.1,18.15,19.52,13.25,19.57,18.7,21.18,11.29,25.91,21.59,16.76,10.56,11.08,8.03,-,4.98,-,-,-,-,-,-,4.15,2.51,7.62
2020-05-02 22:00 - 24:00,892.01,1.36,2.53,-,7.22,-,5.0,0.03,-,0.85,0.95,1.18,1.35,0.9,0.58,0.0,0.01,0.37,0.17,0.0,0.67,0.72,0.08,0.0,0.32,0.0,0.4,0.46,4.23,4.73,0.32,0.34,5.44,7.92,0.84,0.0,2.0,0.79,0.92,1.65,-,7.99,0.0,0.0,0.45,0.4,5.07,6.71,0.34,1.03,0.85,0.87,-,0.78,0.28,0.69,7.95,-,5.33,4.98,4.44,5.09,4.76,6.27,0.16,0.0,0.15,0.29,-,0.29,-,0.13,0.0,0.75,0.74,1.55,1.49,0.36,0.53,0.67,1.5,0.0,0.09,0.03,0.05,0.04,0.09,0.23,0.0,-,0.0,0.53,0.0,3.39,0.97,0.7,0.69,0.27,0.36,0.0,16.32,19.3,-,6.16,4.8,2.14,18.4,18.4,1.45,2.02,22.01,17.24,17.51,14.15,13.33,16.93,10.44,10.59,16.1,17.29,10.55,12.88,8.11,7.97,0.13,1.08,2.0,0.96,0.13,0.06,0.0,8.1,8.39,9.16,9.51,21.2,21.35,17.73,13.98,12.51,11.53,5.97,9.0,12.82,13.39,16.74,14.86,5.62,-,22.1,18.15,19.52,13.25,19.57,18.7,21.18,11.29,25.91,21.59,16.76,10.56,11.08,8.03,-,4.98,-,-,-,-,-,-,4.15,2.51,7.62
2020-05-03 00:00 - 02:00,818.73,1.15,2.24,6.43,6.9,-,4.63,0.01,-,0.82,0.88,0.93,1.23,0.79,0.48,0.0,0.01,0.34,0.1,0.0,0.52,0.61,0.05,0.0,0.26,0.0,0.32,0.42,4.0,4.15,0.32,0.28,4.9,7.2,0.63,0.0,1.83,0.76,0.74,1.54,6.35,7.65,0.0,0.0,0.28,0.35,4.53,6.19,0.18,0.82,0.78,0.71,6.42,0.66,0.2,0.58,7.95,-,4.57,4.24,4.26,4.77,4.23,6.02,0.12,0.0,0.15,0.22,-,0.25,-,0.13,0.0,0.62,0.68,1.32,1.14,0.36,0.51,0.55,1.3,0.0,0.07,0.01,0.04,0.03,0.07,0.15,0.0,-,0.0,0.39,0.0,3.26,0.8,0.66,0.52,0.22,0.25,0.0,14.29,16.08,-,5.38,4.49,1.7,15.85,15.85,1.32,1.8,18.77,15.26,14.79,12.89,11.87,15.48,9.35,9.26,14.37,16.91,9.9,10.83,7.52,7.4,0.12,1.08,1.8,0.89,0.12,0.05,0.0,7.63,7.53,8.42,8.49,17.28,18.31,15.11,11.63,10.76,10.07,5.5,7.94,12.02,13.01,15.02,13.54,5.27,-,20.25,16.9,17.73,12.29,18.65,17.73,19.39,10.5,23.63,19.52,14.61,8.83,10.02,7.63,-,4.12,-,-,-,-,-,-,4.1,2.28,6.48
2020-05-03 02:00 - 04:00,498.89,0.7,1.36,6.43,4.6,-,2.67,0.0,-,0.51,0.62,0.65,0.73,0.47,0.27,0.0,0.01,0.18,0.06,0.0,0.35,0.36,0.05,0.0,0.15,0.0,0.18,0.23,2.28,2.47,0.11,0.16,3.21,4.42,0.34,0.0,0.99,0.37,0.45,0.82,6.35,4.51,0.0,0.0,0.16,0.21,2.29,3.52,0.09,0.47,0.4,0.3,6.42,0.33,0.12,0.31,5.83,-,2.74,2.55,2.78,2.98,2.33,3.3,0.05,0.0,0.11,0.21,-,0.12,-,0.09,0.0,0.3,0.3,0.62,0.66,0.16,0.26,0.31,0.64,0.0,0.06,0.0,0.01,0.02,0.05,0.14,0.0,-,0.0,0.23,0.0,2.09,0.54,0.31,0.33,0.11,0.15,0.0,7.71,8.35,-,2.97,2.42,0.91,8.77,8.77,0.62,1.08,10.58,8.3,8.28,7.39,6.54,8.94,5.73,5.69,8.4,9.56,5.43,5.63,5.22,5.08,0.11,0.72,1.17,0.58,0.08,0.05,0.0,5.15,4.66,5.63,5.63,10.05,10.52,9.0,6.75,6.34,5.83,3.23,4.95,8.26,8.47,9.47,8.15,3.25,-,12.37,10.6,10.68,8.03,12.22,11.25,11.81,6.71,14.58,12.95,8.71,5.32,6.02,5.04,-,2.06,-,-,-,-,-,-,2.64,1.66,3.74
2020-05-03 04:00 - 06:00,214.76,0.28,0.62,2.88,2.0,-,1.03,0.01,-,0.28,0.24,0.29,0.33,0.17,0.18,0.0,0.0,0.09,0.03,0.0,0.14,0.17,0.01,0.0,0.08,0.0,0.1,0.14,1.31,1.11,0.05,0.1,1.45,1.71,0.15,0.0,0.38,0.18,0.22,0.33,2.64,2.34,0.0,0.0,0.08,0.09,1.02,1.58,0.06,0.18,0.18,0.15,2.78,0.19,0.05,0.11,2.51,-,1.15,1.1,1.03,1.24,0.92,1.39,0.03,0.0,0.09,0.05,-,0.05,-,0.06,0.0,0.16,0.14,0.31,0.27,0.08,0.19,0.18,0.42,0.0,0.02,0.0,0.01,0.01,0.03,0.06,0.0,-,0.0,0.11,0.0,1.08,0.19,0.17,0.19,0.05,0.06,0.0,2.78,3.0,-,1.27,0.92,0.48,3.83,3.83,0.46,0.46,4.37,3.32,3.5,3.42,3.11,3.74,2.44,2.26,3.17,3.54,2.04,2.47,2.61,2.29,0.05,0.34,0.57,0.41,0.07,0.05,0.0,2.77,2.16,2.36,2.61,4.46,4.21,4.06,2.9,2.42,2.3,1.39,2.19,3.83,3.91,4.1,3.42,1.51,-,5.73,4.36,4.4,3.62,5.74,4.84,4.6,2.4,6.37,5.91,3.19,2.15,2.5,2.29,-,0.8,-,-,-,-,-,-,1.24,0.85,1.51
