Fecha,Total,Vlan100(routerpinas),Vlan200(routerpinas),Vlan100(routerbabahoyo),Vlan200(routerbabahoyo),Vlan100(routerguaranda),Vlan200(routerguaranda),Vlan100(routerlagoagrio),Vlan200(routerlagoagrio),Vlan100(routermachala),Vlan200(routermachala),Vlan100(routeresmeraldas),Vlan100(routerposorja),Vlan200(routerposorja),Vlan100(routervirgendefatima),Vlan200(routervirgendefatima),Vlan100(routerpifo),Vlan200(routerpifo),Vlan100(routerjipijapa),Vlan200(routerjipijapa),Vlan100(routerstodomingo),Vlan200(routerstodomingo),Vlan100(routerbanos),Vlan200(routerbanos),Vlan100(routerotavalo),Vlan200(routerotavalo),Vlan100(routerambato),Vlan200(routerambato),Vlan100(routerduran),Vlan200(routerduran),Vlan100(routermilagro),Vlan200(routermilagro),Vlan100(routerloja),Vlan200(routerloja),Vlan100(routerlatacunga),Vlan200(routerlatacunga),Vlan100(routermanta),Vlan200(routermanta),Vlan100(routerportoviejo),Vlan200(routerportoviejo),Vlan100(routervinces),Vlan200(routervinces),Vlan100(routerpasaje),Vlan200(routerpasaje),Vlan100(routernaranjal),Vlan200(routernaranjal),Vlan100(routerpalestina),Vlan200(routerpalestina),Vlan100(routersalinas),Vlan200(routersalinas),Vlan100(routertulcan),Vlan200(routertulcan),Vlan100(routerriobamba),Vlan200(routerriobamba),Vlan100(routermacas),Vlan200(routermacas),Vlan100(routeribarra),Vlan200(routeribarra),Vlan100(routerdaule),Vlan200(routerdaule),Vlan100(routerbalzar),Vlan200(routerbalzar),Vlan100(routersalcedo),Vlan200(routersalcedo),Vlan100(routertabacundo),Vlan200(routertabacundo),Vlan100(routerzaruma),Vlan200(routerzaruma),Vlan100(routersantarosa),Vlan200(routersantarosa),Vlan100(routerbalsas),Vlan100(routerqvdo),Vlan200(routerbalsas),Vlan200(routerqvdo),Vlan100(routerprogreso),Vlan200(routerprogreso),Vlan100(routercuenca),Vlan200(routercuenca),Vlan100(routerplayas),Vlan200(routerplayas),Vlan100(routeralausi),Vlan200(routeralausi),Vlan100(routercoca),Vlan200(routercoca),Vlan100(routertena),Vlan200(routertena),Vlan100(routertarifa),Vlan200(routertarifa),Vlan100(routercayambe),Vlan200(routercayambe),Vlan100(routerpuyo),Vlan200(routerpuyo),Vlan100(routershushufindi),Vlan200(routershushufindi),Vlan100(routercotacachi),Vlan200(routercotacachi),Vlan100(routerquininde),Vlan200(routerquininde),Vlan100(routeratuntaqui),Vlan200(routeratuntaqui),Vlan100(routertonsupa),Vlan200(routertonsupa),Vlan100(routerpedernales),Vlan200(routerpedernales),Vlan100(routeresmeraldas2),Vlan200(routeresmeraldas2),Vlan1001(routeruiod),Vlan2001(routeruiod),Vlan1002(routeruiod),Vlan2002(routeruiod),Vlan1003(routeruiod),Vlan2003(routeruiod),Vlan2001(routeruiob),Vlan1001(routeruiob),Vlan1002(routeruioa),Vlan2002(routeruioa),Vlan1003(routeruioa),Vlan2003(routeruioa),Vlan1001(routeruioa),Vlan2001(routeruioa),Vlan2002(routeruios),Vlan1002(routeruios),Vlan2001(routeruios),Vlan1001(routeruios),Vlan2003(routeruios),Vlan1003(routeruios),Vlan2004(routeruios),Vlan1004(routeruios),Vlan2001(routeruiom),Vlan1001(routeruiom),Vlan2004(routeruiog),Vlan1004(routeruiog),Vlan1003(routeruiog),Vlan2003(routeruiog),Vlan1001(routergyem),Vlan2001(routergyem),Vlan2002(routergyem),Vlan1002(routergyem),Vlan2001(routergyea),Vlan1001(routergyea),Vlan1002(routergyea),Vlan2002(routergyea),Vlan1003(routergyea),Vlan2003(routergyea),Vlan1002(routergyei),Vlan2002(routergyei),Vlan2001(routergyei),Vlan1001(routergyei),Vlan2003(routergyei),Vlan1003(routergyei),Vlan1004(routergyei),Vlan2004(routergyei),Vlan2003(routergyes),Vlan2002(routergyes),Vlan1003(routergyes),Vlan1001(routergyes),Vlan3001(routergyes),Vlan2001(routergyes),Vlan1002(routergyes),Vlan4001(routergyes),Vlan1001(routergyec),Vlan2001(routergyec),Vlan1002(routergyec),Vlan2002(routergyec),Vlan1003(routergyec),Vlan2003(routergyec),Vlan1004(routergyec),Vlan2004(routergyec),Vlan3004(routergyec),Vlan1002(routergyek),Vlan2002(routergyek),Vlan1001(routergyek),Vlan1002(routergyek),Vlan2001(routergyek),Vlan2002(routergyek),Vlan100(routermontecristi),Vlan200(routermontecristi)
2020-06-01 20:00 - 22:00,811.59,0.45,0.25,1.39,2.37,0.8,0.78,0.0,0.0,3.88,4.23,0.14,0.68,-,0.38,0.86,1.68,1.31,1.15,1.16,5.23,4.58,0.33,0.34,1.56,2.04,4.81,6.54,0.83,0.51,-,4.54,0.89,0.92,0.86,1.46,-,7.94,7.98,6.59,0.81,0.75,-,-,0.13,0.0,0.07,0.0,-,7.15,0.28,0.53,-,-,0.01,0.02,4.02,6.31,0.37,1.57,0.54,-,0.0,0.0,0.28,0.0,0.13,0.0,0.33,0.0,0.13,5.18,0.0,6.23,0.03,-,3.99,5.07,0.66,0.64,-,-,0.48,0.0,0.95,0.19,0.26,-,0.73,1.28,1.08,1.28,0.04,0.04,0.57,0.0,0.05,0.11,0.84,0.68,0.7,0.27,0.0,0.11,2.81,4.46,20.38,15.21,15.3,13.15,12.55,15.35,14.16,16.91,-,5.55,4.66,1.93,16.76,16.76,18.16,19.67,15.39,13.11,11.55,10.34,5.57,7.89,9.6,9.54,11.49,18.62,10.72,9.89,6.85,7.18,7.66,8.51,11.12,12.45,17.79,11.78,5.28,2.3,22.59,18.71,16.09,6.52,9.37,7.31,6.07,4.0,18.44,17.39,17.49,11.14,15.8,16.23,22.46,11.3,7.16,6.64,0.17,0.99,1.63,0.8,0.16,0.07,0.0,-,-,-,-,-,-,0.25,-
2020-06-01 22:00 - 24:00,823.95,0.45,0.24,1.39,2.37,0.77,0.75,0.0,0.0,3.88,4.23,0.13,0.68,-,0.38,0.86,1.46,1.31,1.15,1.16,5.23,4.58,0.33,0.34,1.56,2.01,4.81,6.54,0.83,0.51,-,4.54,0.89,0.92,0.86,1.46,7.95,7.6,7.83,6.59,0.81,0.75,-,-,0.12,0.0,0.07,0.0,7.97,7.15,0.28,0.48,-,-,0.01,0.02,4.02,6.31,0.36,0.41,0.53,-,0.0,0.0,0.28,0.0,0.13,0.0,0.26,0.0,0.13,5.18,0.0,6.23,0.03,-,3.99,5.07,0.66,0.64,-,-,0.48,0.0,0.95,0.21,0.26,-,0.73,1.28,1.06,1.28,0.04,0.04,0.54,0.0,0.05,0.11,0.84,0.68,0.7,0.25,0.0,0.1,2.81,4.46,20.38,15.21,15.3,13.15,12.55,15.35,14.16,16.91,-,5.55,4.66,1.93,16.76,16.76,18.16,19.67,15.39,13.11,11.55,10.34,5.57,7.89,9.6,9.54,11.49,18.62,10.72,9.89,6.85,7.18,7.66,8.51,11.12,12.45,17.79,11.67,5.28,2.3,22.59,18.71,16.09,6.52,9.37,7.31,6.07,4.0,18.44,16.13,17.49,11.14,15.8,16.23,22.46,11.3,7.16,6.64,0.17,0.99,1.63,0.8,0.16,0.07,0.0,-,-,-,-,-,-,0.25,-
2020-06-02 00:00 - 02:00,703.35,0.23,0.2,1.2,1.92,0.61,0.63,0.0,0.0,3.37,3.76,0.09,0.55,-,0.3,0.66,1.25,1.03,0.96,0.94,4.29,3.63,0.3,0.26,1.21,1.69,3.88,5.74,0.69,0.39,-,3.68,0.84,0.84,0.79,1.12,7.95,7.6,7.83,5.81,0.62,0.58,-,-,0.1,0.0,0.04,0.0,7.97,6.01,0.21,0.45,-,-,0.01,0.02,3.9,5.01,0.29,0.27,0.45,-,0.0,0.0,0.21,0.0,0.12,0.0,0.22,0.0,0.09,4.84,0.0,5.28,0.02,-,3.68,4.47,0.48,0.49,-,-,0.33,0.0,0.74,0.21,0.21,-,0.59,0.94,0.99,1.17,0.01,0.04,0.41,0.0,0.04,0.11,0.73,0.5,0.5,0.24,0.0,0.07,2.43,4.15,16.81,12.55,12.92,11.16,10.52,13.59,12.19,13.19,-,4.62,4.02,1.47,13.85,13.85,14.44,15.9,12.87,10.69,9.83,8.71,4.79,7.03,8.62,8.5,10.07,15.82,9.59,8.34,6.46,6.13,7.14,7.59,10.19,11.23,11.72,10.13,4.48,1.92,19.2,16.4,13.95,5.32,8.4,6.58,5.11,3.22,17.38,14.33,14.7,10.35,14.09,14.36,14.82,9.93,6.27,5.88,0.12,0.87,1.52,0.71,0.1,0.05,0.0,-,-,-,-,-,-,0.2,-
2020-06-02 02:00 - 04:00,344.15,0.11,0.13,0.51,0.8,0.25,0.34,0.0,0.0,1.87,1.97,0.04,0.24,-,0.09,0.39,0.54,0.43,0.43,0.42,1.84,1.73,0.13,0.18,0.56,0.78,1.71,2.46,0.33,0.22,-,1.82,0.42,0.43,0.41,0.83,3.78,3.62,4.41,2.95,0.22,0.2,-,-,0.06,0.0,0.01,0.0,4.26,2.74,0.11,0.3,-,-,0.0,0.02,1.74,2.21,0.15,0.14,0.18,-,0.0,0.0,0.07,0.0,0.03,0.0,0.15,0.0,0.03,2.29,0.0,2.48,0.01,-,1.73,2.09,0.24,0.3,-,-,0.16,0.0,0.28,0.16,0.09,-,0.26,0.46,0.51,0.47,0.0,0.01,0.22,0.0,0.01,0.05,0.39,0.21,0.25,0.09,0.0,0.02,1.15,2.3,8.05,5.68,5.81,5.03,4.84,6.13,5.11,5.21,-,2.06,1.78,0.6,6.12,6.12,6.94,7.37,6.23,5.08,4.29,3.94,2.47,3.36,4.18,4.22,4.81,7.59,4.17,3.52,3.57,3.1,3.86,3.4,4.64,5.77,5.74,5.04,2.38,0.98,13.27,11.82,6.38,2.54,4.16,3.27,2.36,1.28,7.79,7.06,7.09,5.92,7.59,7.44,6.81,4.97,3.58,3.3,0.08,0.47,1.08,0.41,0.08,0.02,0.0,-,-,-,-,-,-,0.09,-
2020-06-02 04:00 - 06:00,175.5,0.08,0.05,0.36,0.55,0.19,0.16,0.0,0.0,0.98,1.07,0.04,0.24,-,0.1,0.24,0.39,0.26,0.23,0.29,1.3,0.92,0.09,0.09,0.53,0.5,1.07,1.28,0.19,0.08,-,1.15,0.26,0.18,0.21,0.41,2.05,1.74,2.03,1.29,0.17,0.16,-,-,0.06,0.0,0.02,0.0,2.21,1.42,0.08,0.13,-,-,0.0,0.0,0.93,1.28,0.08,0.11,0.14,-,0.0,0.0,0.06,0.0,0.02,0.0,0.08,0.0,0.02,1.3,0.0,1.28,0.01,-,0.79,1.09,0.15,0.15,-,-,0.12,0.0,0.22,0.05,0.09,-,0.19,0.31,0.24,0.29,0.01,0.02,0.15,0.0,0.01,0.04,0.26,0.12,0.14,0.05,0.0,0.02,0.55,1.06,4.43,2.95,3.51,2.76,2.62,3.03,3.32,3.55,-,1.27,0.97,0.53,3.97,3.97,4.44,4.28,3.45,3.03,2.45,2.01,1.11,1.74,2.11,1.98,2.71,4.01,2.03,1.69,1.8,1.61,1.65,2.03,2.56,2.81,3.12,2.92,1.11,0.46,3.98,4.06,3.02,1.26,1.85,1.51,1.26,0.89,3.62,3.09,3.15,2.37,3.11,3.18,2.94,1.96,1.62,1.21,0.08,0.23,0.43,0.21,0.08,0.02,0.0,-,-,-,-,-,-,0.08,-
2020-06-02 06:00 - 08:00,411.52,0.17,0.17,0.69,1.21,0.36,0.38,0.0,0.0,2.28,2.21,0.06,0.4,-,0.22,0.42,0.85,0.77,0.7,0.7,3.16,2.42,0.14,0.24,0.93,1.1,2.44,3.37,0.47,0.21,-,2.45,0.5,0.47,0.47,0.75,5.07,4.31,4.51,3.22,0.37,0.35,-,-,0.11,0.0,0.04,0.0,5.12,3.6,0.12,0.35,-,-,0.0,0.0,2.13,3.19,0.24,0.27,0.31,-,0.0,0.0,0.13,0.0,0.05,0.0,0.19,0.0,0.09,2.76,0.0,3.11,0.05,-,2.05,2.59,0.33,0.31,-,-,0.2,0.0,0.49,0.1,0.11,-,0.44,0.74,0.5,0.63,0.01,0.02,0.27,0.0,0.02,0.07,0.55,0.35,0.37,0.13,0.0,0.04,1.41,2.25,9.63,7.45,7.26,6.77,5.56,7.66,8.0,9.05,-,3.15,2.27,1.17,9.38,9.38,8.72,9.95,7.77,6.35,5.55,4.95,2.56,4.29,4.79,4.7,5.89,9.86,5.62,4.54,3.29,3.53,3.8,4.1,6.16,6.71,7.62,6.6,2.69,1.17,9.37,9.35,8.06,3.33,4.47,3.65,3.24,2.26,8.64,7.4,7.65,5.26,7.39,7.58,8.01,4.91,3.31,2.98,0.07,0.64,0.9,0.41,0.11,0.06,0.0,-,-,-,-,-,-,0.14,-
2020-06-02 08:00 - 10:00,540.85,0.19,0.2,0.85,1.69,0.48,0.45,0.0,0.0,2.66,2.98,0.07,0.51,-,0.26,0.63,1.05,0.95,0.87,0.96,4.05,3.17,0.24,0.33,1.12,1.51,3.28,4.44,0.56,0.31,-,3.2,0.63,0.63,0.61,0.97,6.49,5.73,6.35,4.75,0.5,0.48,-,-,0.12,0.0,0.05,0.0,6.72,4.56,0.15,0.38,-,-,0.01,0.01,3.11,3.94,0.28,0.36,0.44,-,0.0,0.0,0.22,0.0,0.08,0.0,0.25,0.0,0.12,3.66,0.0,4.26,0.05,-,2.68,3.29,0.49,0.53,-,-,0.27,0.0,0.6,0.12,0.18,-,0.55,0.95,0.77,0.9,0.02,0.02,0.36,0.0,0.02,0.07,0.6,0.44,0.56,0.2,0.0,0.06,1.99,3.21,12.88,9.93,9.1,8.18,7.66,9.79,9.51,11.25,-,3.74,2.77,1.5,11.62,11.62,11.69,12.27,9.57,8.35,7.34,6.46,3.49,5.25,6.41,6.35,6.94,12.23,7.24,5.66,4.16,4.73,4.91,5.2,7.22,8.04,9.27,8.31,3.44,1.6,13.07,12.86,11.22,4.4,6.11,4.81,4.41,2.94,12.11,10.56,11.33,7.07,10.23,10.83,11.32,7.44,4.74,4.49,0.11,0.99,1.23,0.64,0.16,0.07,0.0,-,-,-,-,-,-,0.21,-
2020-06-02 10:00 - 12:00,595.8,0.19,0.26,0.98,1.71,0.54,0.46,0.0,0.0,2.95,2.98,0.08,0.56,-,0.29,0.72,1.15,0.99,0.99,0.96,4.36,3.36,0.26,0.33,1.2,1.55,3.38,4.65,0.64,0.35,-,3.35,0.7,0.78,0.74,1.07,7.06,6.22,6.74,4.93,0.64,0.59,-,-,0.12,0.0,0.05,0.0,7.33,5.02,0.2,0.39,-,-,0.04,0.01,3.58,4.65,0.3,0.37,0.45,-,0.0,0.0,0.22,0.0,0.18,0.0,0.25,0.0,0.12,4.05,0.0,4.5,0.02,-,2.69,3.48,0.49,0.58,-,-,0.33,0.0,0.6,0.13,0.2,-,0.59,0.97,0.83,0.92,0.02,0.07,0.4,0.0,0.02,0.08,0.6,0.46,0.56,0.26,0.0,0.08,2.23,3.54,14.22,11.09,10.17,9.05,8.78,10.64,10.29,11.92,-,3.94,3.02,1.65,12.25,12.25,13.75,14.54,11.85,9.67,8.21,6.91,4.05,5.87,6.59,6.75,7.51,13.18,7.63,6.54,5.04,5.38,5.42,5.92,7.41,8.55,10.46,9.01,3.59,1.67,14.76,15.07,12.48,4.93,6.87,5.16,4.83,3.35,13.49,11.83,11.77,7.97,11.39,11.69,12.75,7.89,5.19,5.07,0.11,1.1,1.52,0.64,0.16,0.07,0.0,-,-,-,-,-,-,0.22,-
2020-06-02 12:00 - 14:00,671.84,0.22,0.26,1.15,2.0,0.68,0.61,0.0,0.0,3.15,3.42,0.08,0.57,-,0.33,0.78,1.26,1.02,1.01,1.1,4.7,3.65,0.26,0.28,1.6,1.62,3.76,5.09,0.68,0.42,-,3.68,0.7,0.78,0.76,1.15,7.93,7.25,7.7,5.78,0.64,0.64,-,-,0.14,0.0,0.07,0.0,7.87,6.22,0.22,0.41,-,-,0.08,0.01,4.05,5.41,0.36,0.51,0.45,-,0.0,0.0,0.25,0.0,0.18,0.0,0.21,0.0,0.07,4.46,0.0,5.18,0.02,-,3.1,3.88,0.55,0.58,-,-,0.38,0.0,0.63,0.15,0.2,-,0.59,0.97,0.83,0.98,0.01,0.07,0.4,0.0,0.03,0.08,0.75,0.54,0.59,0.27,0.0,0.1,2.32,3.99,17.46,12.63,12.51,10.87,10.56,13.02,11.31,13.45,-,4.94,3.56,1.65,13.63,13.63,15.58,16.82,12.97,11.27,9.49,8.48,4.55,7.01,7.87,7.76,8.29,14.99,8.29,7.1,5.25,5.88,5.68,6.13,8.09,9.53,11.78,10.31,4.1,1.83,15.82,15.97,12.97,5.25,7.81,5.41,5.12,3.38,15.26,12.77,13.85,9.46,13.1,13.34,14.23,9.26,5.93,5.55,0.11,1.19,1.52,0.88,0.17,0.06,0.0,-,-,-,-,-,-,0.22,-
2020-06-02 14:00 - 16:00,741.95,0.24,0.21,1.15,2.02,0.71,0.65,0.0,0.0,3.3,3.68,0.11,0.57,-,0.36,0.78,1.57,1.34,1.09,1.24,4.99,3.98,0.26,0.35,1.6,1.92,4.13,5.46,0.7,0.45,-,3.95,0.83,0.84,0.78,1.3,7.93,7.69,7.7,5.98,0.59,0.64,-,-,0.14,0.0,0.07,0.0,7.99,6.57,0.32,0.51,-,-,0.08,0.01,4.05,5.86,0.36,0.53,0.45,-,0.0,0.0,0.27,0.0,0.13,0.0,0.21,0.0,0.11,4.6,0.0,5.53,0.02,-,3.4,4.22,0.57,0.54,-,-,0.38,0.0,0.77,0.17,0.2,-,0.66,1.11,0.98,1.15,0.02,0.04,0.44,0.0,0.03,0.12,0.84,0.73,0.63,0.27,0.0,0.1,2.78,4.31,19.19,14.4,13.87,12.41,11.6,14.04,13.2,16.5,-,5.41,4.03,1.89,16.4,16.4,18.22,19.6,15.51,13.2,11.04,10.46,5.87,8.05,9.1,8.89,9.95,17.12,9.98,9.12,5.81,5.92,6.18,6.79,8.71,10.04,11.97,10.77,4.5,1.83,16.78,16.96,13.82,5.69,8.19,5.6,5.54,3.52,15.99,14.09,14.28,9.98,14.37,14.41,15.53,9.8,5.93,5.93,0.16,1.19,1.41,0.9,0.19,0.07,0.0,-,-,-,-,-,-,0.22,-
2020-06-02 16:00 - 18:00,758.05,0.28,0.22,1.28,2.15,0.71,0.69,0.0,0.0,3.3,3.68,0.11,0.59,-,0.38,0.72,1.57,1.38,1.09,1.24,4.99,4.17,0.3,0.36,1.45,1.92,4.25,5.67,0.7,0.46,-,3.95,0.83,0.89,0.87,1.35,7.99,7.96,7.85,5.98,0.61,0.62,-,-,0.13,0.0,0.06,0.0,7.99,6.76,0.32,0.52,-,-,0.08,0.01,4.27,5.86,0.34,0.53,0.48,-,0.0,0.0,0.27,0.0,0.15,0.0,0.25,0.0,0.12,4.6,0.0,5.57,0.02,-,3.79,4.52,0.57,0.62,-,-,0.38,0.0,0.8,0.18,0.2,-,0.68,1.26,1.0,1.25,0.02,0.04,0.49,0.0,0.04,0.12,0.84,0.86,0.63,0.26,0.0,0.09,2.78,4.39,19.64,15.65,14.36,12.85,12.04,14.51,13.62,16.65,-,5.54,4.4,1.93,16.4,16.4,18.48,20.07,15.86,13.43,11.79,10.72,5.87,8.23,9.48,9.31,10.6,18.13,10.5,9.89,5.81,5.92,6.32,6.84,9.35,10.1,12.06,10.77,4.59,1.86,17.26,17.09,13.82,5.69,8.19,5.87,5.54,3.52,15.99,14.09,14.28,9.98,14.37,14.41,15.53,9.8,5.93,5.93,0.16,1.08,1.41,0.9,0.19,0.07,0.0,-,-,-,-,-,-,0.24,-
2020-06-02 18:00 - 20:00,804.97,0.32,0.23,1.44,2.56,0.76,0.75,0.0,0.0,3.79,4.0,0.11,0.69,-,0.4,0.77,1.64,1.47,1.21,1.23,5.34,4.56,0.3,0.36,1.57,2.01,4.62,5.98,0.81,0.46,-,4.27,0.86,0.89,0.87,1.48,7.99,7.96,7.85,6.78,0.74,0.7,-,-,0.13,0.0,0.06,0.0,7.97,7.27,0.28,0.58,-,-,0.08,0.01,4.65,5.92,0.45,0.49,0.55,-,0.0,0.0,0.28,0.0,0.15,0.0,0.28,0.0,0.14,5.2,0.0,6.1,0.03,-,4.29,4.88,0.72,0.71,-,-,0.44,0.0,0.85,0.18,0.24,-,0.69,1.39,1.07,1.25,0.01,0.04,0.57,0.0,0.04,0.1,0.84,0.86,0.7,0.29,0.0,0.09,2.74,4.48,20.17,15.67,14.36,12.85,12.04,14.97,13.62,16.65,-,5.55,4.48,1.95,16.55,16.55,18.66,20.07,15.86,13.67,11.79,10.78,5.84,8.23,9.48,9.31,11.36,18.13,10.6,9.89,6.94,6.9,7.26,8.17,10.4,11.7,13.11,11.99,5.02,2.24,20.66,20.02,16.63,6.58,9.71,6.97,6.35,4.26,17.48,15.44,16.22,10.57,16.05,15.3,16.46,10.5,6.59,6.62,0.11,0.97,1.56,0.78,0.12,0.06,0.0,-,-,-,-,-,-,0.26,-
2020-06-02 20:00 - 22:00,812.09,0.33,0.25,1.44,2.56,0.76,0.8,0.0,0.0,3.98,4.36,0.14,0.8,-,0.4,0.83,1.64,1.47,1.32,1.25,5.48,4.91,0.33,0.37,1.57,2.15,4.72,6.83,0.94,0.47,-,4.62,0.88,0.91,0.9,1.48,-,-,-,6.81,0.78,0.83,-,-,0.13,0.0,0.06,0.0,-,7.75,0.35,0.58,-,-,0.01,0.01,4.65,6.36,0.45,0.49,0.6,-,0.0,0.0,0.28,0.0,0.14,0.0,0.3,0.0,0.14,5.45,0.0,6.15,0.03,-,4.53,5.51,0.75,0.71,-,-,0.44,0.0,0.91,0.24,0.24,-,0.69,1.47,1.15,1.26,0.01,0.04,0.57,0.0,0.04,0.1,0.88,0.85,0.71,0.3,0.0,0.13,2.84,4.77,20.82,16.75,15.19,13.16,12.3,15.87,14.54,17.51,-,5.8,4.61,1.95,17.23,17.23,19.05,20.35,15.81,13.77,11.62,11.14,5.83,8.19,9.63,9.73,11.94,18.57,11.79,10.27,7.01,7.17,8.16,8.88,11.5,12.83,13.85,12.86,5.35,2.65,22.2,21.66,17.17,6.69,10.29,7.54,6.75,4.39,18.99,16.39,16.98,11.96,16.71,16.37,17.2,11.33,7.12,6.96,0.12,1.04,1.69,0.79,0.11,0.06,0.0,-,-,-,-,-,-,0.26,-
2020-06-02 22:00 - 24:00,835.18,0.33,0.25,1.44,2.54,0.75,0.8,0.0,0.0,3.98,4.36,0.14,0.8,-,0.39,0.83,1.61,1.46,1.32,1.25,5.48,4.91,0.33,0.37,1.54,2.15,4.72,6.83,0.94,0.47,-,4.62,0.88,0.91,0.9,1.47,7.98,7.97,7.93,6.81,0.78,0.83,-,-,0.13,0.0,0.06,0.0,-,7.75,0.35,0.55,-,-,0.01,0.01,4.42,6.36,0.44,0.47,0.6,-,0.0,0.0,0.25,0.0,0.14,0.0,0.3,0.0,0.11,5.45,0.0,6.15,0.03,-,4.53,5.51,0.75,0.66,-,-,0.41,0.0,0.91,0.24,0.23,-,0.67,1.47,1.15,1.26,0.01,0.04,0.56,0.0,0.04,0.1,0.88,0.67,0.71,0.3,0.0,0.13,2.84,4.77,20.82,16.75,15.19,13.16,12.3,15.87,14.54,17.51,-,5.8,4.61,1.94,17.23,17.23,19.05,20.35,15.81,13.77,11.62,11.14,5.83,8.19,9.63,9.73,11.94,18.57,11.79,10.27,7.01,7.17,8.16,8.88,11.5,12.83,13.85,12.86,5.35,2.65,22.2,21.66,17.17,6.69,10.29,7.54,6.75,4.39,18.99,16.39,16.98,11.96,16.71,16.37,17.2,11.33,7.12,6.96,0.12,1.04,1.69,0.79,0.11,0.05,0.0,-,-,-,-,-,-,0.23,-
2020-06-03 00:00 - 02:00,712.04,0.24,0.21,1.2,2.09,0.55,0.66,0.0,0.0,3.63,3.79,0.12,0.53,-,0.34,0.57,1.14,1.0,1.02,1.0,4.36,3.97,0.26,0.35,1.18,1.66,4.22,6.14,0.86,0.45,-,3.77,0.73,0.87,0.79,1.3,7.98,7.97,7.93,6.18,0.57,0.61,-,-,0.08,0.0,0.03,0.0,0.86,6.46,0.29,0.45,-,-,0.01,0.01,3.46,5.24,0.35,0.41,0.46,-,0.0,0.0,0.22,0.0,0.1,0.0,0.26,0.0,0.09,4.57,0.0,5.62,0.02,-,3.79,4.83,0.55,0.5,-,-,0.35,0.0,0.79,0.23,0.2,-,0.51,0.99,1.02,1.16,0.01,0.03,0.35,0.0,0.03,0.07,0.74,0.57,0.56,0.2,0.0,0.05,2.68,4.3,17.57,13.63,12.35,11.12,9.76,13.3,12.42,14.33,-,4.76,3.95,1.43,14.02,14.02,14.6,16.47,13.15,11.22,9.67,9.14,4.81,7.16,8.61,8.73,10.59,16.67,9.51,8.42,6.6,6.35,6.96,7.34,10.08,11.51,11.89,10.83,4.74,2.24,18.15,18.21,13.92,5.4,8.4,6.31,5.3,3.14,17.31,14.31,14.9,10.97,15.08,14.9,15.22,10.39,6.58,6.22,0.09,1.0,1.5,0.67,0.07,0.05,0.0,-,-,-,-,-,-,0.2,-
2020-06-03 02:00 - 04:00,356.66,0.1,0.09,0.53,1.03,0.29,0.34,0.0,0.0,2.02,1.89,0.09,0.25,-,0.13,0.34,0.54,0.33,0.44,0.39,2.08,1.89,0.16,0.15,0.55,0.83,2.16,2.87,0.37,0.2,-,1.79,0.46,0.44,0.49,0.81,3.92,4.18,4.85,3.33,0.24,0.2,-,-,0.06,0.0,0.02,0.0,0.86,2.36,0.08,0.17,-,-,0.0,0.0,1.85,2.61,0.11,0.2,0.13,-,0.0,0.0,0.08,0.0,0.04,0.0,0.11,0.0,0.02,2.55,0.0,2.72,0.01,-,2.09,2.68,0.32,0.24,-,-,0.14,0.0,0.31,0.12,0.11,-,0.21,0.37,0.55,0.62,0.01,0.02,0.23,0.0,0.01,0.02,0.33,0.25,0.25,0.1,0.0,0.01,1.65,2.32,7.95,5.7,6.12,5.59,4.85,6.37,5.4,6.07,-,2.31,1.79,0.62,6.26,6.26,7.39,8.02,6.44,5.51,4.53,4.19,2.81,3.82,4.43,4.54,5.17,8.64,4.23,3.61,3.98,3.38,3.46,3.91,5.13,6.0,6.28,5.41,2.42,1.09,8.97,10.76,6.16,2.45,3.92,3.39,2.26,1.46,8.59,7.77,7.48,6.55,8.48,8.07,8.04,5.52,3.86,3.4,0.09,0.49,0.97,0.38,0.03,0.02,0.0,-,-,-,-,-,-,0.12,-
2020-06-03 04:00 - 06:00,187.08,0.08,0.05,0.37,0.63,0.2,0.17,0.0,0.0,1.03,1.01,0.08,0.18,-,0.1,0.2,0.47,0.3,0.29,0.34,1.46,1.07,0.1,0.07,0.6,0.72,1.37,1.29,0.17,0.08,-,1.22,0.22,0.2,0.28,0.38,2.33,1.97,2.11,1.75,0.21,0.2,-,-,0.06,0.0,0.01,0.0,0.99,2.76,0.04,0.14,-,-,0.0,0.0,1.07,1.28,0.1,0.11,0.18,-,0.0,0.0,0.07,0.0,0.03,0.0,0.07,0.0,0.05,1.17,0.0,1.46,0.01,-,0.9,1.41,0.15,0.2,-,-,0.13,0.0,0.24,0.05,0.05,-,0.17,0.43,0.22,0.27,0.0,0.03,0.33,0.0,0.01,0.03,0.21,0.19,0.13,0.07,0.0,0.02,0.62,1.19,4.83,3.73,3.74,3.0,2.79,3.62,3.76,4.0,-,1.29,1.17,0.58,3.92,3.92,4.2,4.96,3.68,3.19,2.49,2.37,1.3,1.86,2.16,2.08,2.26,3.92,2.41,1.86,1.76,1.65,1.5,1.75,2.37,2.48,3.06,2.98,1.3,0.55,4.26,4.29,3.3,1.38,1.96,1.59,1.47,1.08,3.67,3.26,3.09,2.69,3.83,3.18,3.17,2.01,1.74,1.45,0.05,0.28,0.51,0.26,0.03,0.01,0.0,-,-,-,-,-,-,0.07,-
